t,mode,fdi_on,fdi_type,fdi_detected,s,x,y,x_ref,y_ref,r_pos,r_th,v_out,w_out,v_main,w_main
28.870505332946777,main,0,bias,0,0.48664755046759606,0.37098414126489565,3.327224145262169,0.40787553442044155,3.3565184108040196,0.0,0.0,0.10837715416356157,-0.008124260325247396,0.14712203572065238,0.03740519422062974
28.921653747558594,main,0,bias,0,0.4870190935360735,0.3730556332771277,3.320322765031654,0.4090685304167745,3.354288026984788,0.0,0.0,0.14411124625494445,0.038250808425558655,0.14411124625494445,0.038250808425558655
28.971744298934937,main,0,bias,0,0.48759039919292285,0.3750926414986118,3.3135831107194793,0.41090294860171506,3.3508584625520736,0.0,0.0,0.14081525874991258,0.03716159295545947,0.14081525874991258,0.03716159295545947
29.02283263206482,main,0,bias,0,0.48829453765826947,0.3771093142498188,3.306955231507639,0.4131638826394969,3.3466314989162202,0.0,0.0,0.13855793276778627,0.03628521193500923,0.13855793276778627,0.03628521193500923
29.073912382125854,main,0,bias,0,0.48908689312007153,0.37930553725040755,3.2997839969882774,0.4157080746156143,3.341874966091305,0.0,0.0,0.15,0.2,0.15,0.2
29.12504529953003,main,0,bias,0,0.48996584578519753,0.3815733615907552,3.292635082891624,0.41853032349986485,3.336598587742489,0.0,0.0,0.15,0.2,0.15,0.2
29.17550539970398,main,0,bias,0,0.4909060373554246,0.3839125604903176,3.2855092041031315,0.4215492057620565,3.3309545904696956,0.0,0.0,0.15,0.2,0.15,0.2
29.226261138916016,main,0,bias,0,0.49197179361728083,0.3862566382278064,3.2786023154073285,0.42497126651714356,3.3245568247101853,0.0,0.0,0.14587640233512797,0.0035691222744927767,0.14587640233512797,0.0035691222744927767
29.276628494262695,main,0,bias,0,0.49303653474623893,0.388604234257854,3.2716891140494115,0.42839006775917265,3.3181651528229135,0.0,0.0,0.14601857434641907,-0.009599472015845496,0.14601857434641907,-0.009599472015845496
29.326988220214844,main,0,bias,0,0.49417224171448726,0.38970832661256655,3.268432649907935,0.4319446649731529,3.3113002281801593,0.0,0.0,0.06877086194736573,-0.04664044611644535,0.06877086194736573,-0.04664044611644535
29.378095149993896,main,0,bias,0,0.49511798479048835,0.39085082230204854,3.265036896105626,0.43478574621852106,3.3055225254395726,0.0,0.0,0.07165595658807679,-0.054602918882158874,0.07165595658807679,-0.054602918882158874
29.428390979766846,main,0,bias,0,0.4959370396827305,0.39201312260352533,3.2615508170592977,0.4372462469108608,3.3005187820174076,0.0,0.0,0.07349473207805304,-0.06081052131225577,0.07349473207805304,-0.06081052131225577
